Unnamed: 0|trans_date_trans_time|cc_num|merchant|category|amt|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|trans_num|merch_lat|merch_long|is_fraud|merch_zipcode|merch_last_update_time|merch_eff_time|cc_bic
241|2019-01-01 03:01:34+08:00|458626###9584|Bins, Balistreri and Beatty|shopping_pos|3.19|Melody|Thompson|F|0362 Anderson Wall|Mound City|MO|64470|40.1362|-95.2138|1631|Architect|1953-01-20|20c1cf41b472000887395508c5796354|39.299707|-95.975808|0|66422|2012-01-01 03:01:34+08:00|2012-01-01 03:01:34+08:00|ADMDUS41
242|2019-01-01 03:01:44+08:00|302352####8158|Ferry, Lynch and Kautzer|misc_net|7.25|Kenneth|Doyle|M|8614 Reed Glen|West Harrison|NY|10604|41.0592|-73.7395|11250|Lexicographer|1977-08-16|929b3edad0f6ff8205137cba1faa784a|41.352385|-73.014093|0|06525|2012-01-01 03:01:44+08:00|2012-01-01 03:01:44+08:00|APBCUS61
243|2019-01-01 03:04:28+08:00|458765#########1815|Hills-Olson|grocery_net|25.89|Amber|Lewis|F|6296 John Keys Suite 858|Pembroke Township|IL|60958|41.0646|-87.5917|2135|Psychotherapist, child|2004-05-08|76c33ab500644d7795159d1a0eaa243c|40.888445|-87.409615|0|47922|2012-01-01 03:04:28+08:00|2012-01-01 03:04:28+08:00|ACEEUS31
244|2019-01-01 03:06:56+08:00|180067#####9700|Trantow PLC|grocery_net|90.24|Karen|Ryan|F|82468 Michelle Village Suite 556|Joliet|IL|60432|41.5378|-88.0572|128354|Teacher, secondary school|1992-01-20|67772b548758be8962fefbc464f98a78|42.328516|-88.660452|0|61012|2012-01-01 03:06:56+08:00|2012-01-01 03:06:56+08:00|ADMDUS41
245|2019-01-01 03:07:21+08:00|487378######5038|Miller-Hauck|grocery_pos|202.71|Elizabeth|Maxwell|F|194 Goodman Fall Apt. 569|Burlington|WA|98233|48.4786|-122.3345|14871|Public house manager|1974-03-10|4dde02d07e676d0df3e90565c242a2ec|49.221275|-123.32192|0|""|2012-01-01 03:07:21+08:00|2012-01-01 03:07:21+08:00|DEUTUS33TRF
246|2019-01-01 03:07:26+08:00|343464#####4032|Mayert Group|shopping_pos|378.58|Jodi|Foster|F|551 Zachary Freeway|Bailey|NC|27807|35.8072|-78.0892|6629|Call centre manager|1962-08-13|c038565d6b6bd69fea77c6b3564ba1c8|35.668409999999994|-78.942021|0|27562|2012-01-01 03:07:26+08:00|2012-01-01 03:07:26+08:00|ADMDUS41
247|2019-01-01 03:09:38+08:00|364858####5770|Spinka Inc|grocery_net|22.08|Michael|Gross|M|230 Ryan Tunnel Apt. 025|Fulton|OH|43321|40.4971|-82.8342|267|Facilities manager|2005-01-29|7caaa93dd3c4fdbbdf2889c8e4062c3f|40.006116|-82.23955600000001|0|43746|2012-01-01 03:09:38+08:00|2012-01-01 03:09:38+08:00|APBCUS61
248|2019-01-01 03:09:47+08:00|355916######4413|Kuvalis Ltd|gas_transport|75.73|Allen|Bell|M|70147 Amanda Fields|Saint Bonaventure|NY|14778|42.2701|-78.6847|1453|Toxicologist|1974-02-15|3ea6db774a5e3ab12764a6e6637a0e71|41.856328999999995|-78.14814100000001|0|16746|2012-01-01 03:09:47+08:00|2012-01-01 03:09:47+08:00|AIABUS31
249|2019-01-01 03:10:00+08:00|458765#########1815|Friesen-D'Amore|gas_transport|77.59|Amber|Lewis|F|6296 John Keys Suite 858|Pembroke Township|IL|60958|41.0646|-87.5917|2135|Psychotherapist, child|2004-05-08|24bc3a291efe739d2f801fdc487ee3f2|41.818259999999995|-88.129609|0|60555|2012-01-01 03:10:00+08:00|2012-01-01 03:10:00+08:00|""
250|2019-01-01 03:10:23+08:00|659207######9261|Dickinson Ltd|misc_pos|75.85|Amanda|Molina|F|8425 Daniel Knolls Suite 288|Philadelphia|PA|19154|40.0897|-74.9781|1526206|Commercial horticulturist|1972-05-23|fe92c00022684fe7be60b19e6a706679|39.485164000000005|-75.526021|0|08079|2012-01-01 03:10:23+08:00|2012-01-01 03:10:23+08:00|AIABUS31
251|2019-01-01 03:10:59+08:00|465849######0264|Stanton, Jakubowski and Baumbach|shopping_net|8.65|Tara|Richards|F|4879 Cristina Station|Keisterville|PA|15449|39.9636|-79.7853|184|Systems developer|1945-11-04|1e71c65c1a3bf72c4f54ef952db17784|39.064097|-79.342751|0|26260|2012-01-01 03:10:59+08:00|2012-01-01 03:10:59+08:00|""
252|2019-01-01 03:12:06+08:00|501802##3619|Rohan, White and Aufderhar|misc_net|8.68|Robert|Flores|M|3277 Fields Meadows Apt. 790|Greenview|CA|96037|41.5403|-122.9366|308|Call centre manager|1958-09-20|6d76dfcd39a8262fa7b8e723e0c6cf7f|41.013729|-122.403496|0|96017|2012-01-01 03:12:06+08:00|2012-01-01 03:12:06+08:00|CITIUS33CHI
253|2019-01-01 03:12:10+08:00|456039#########6016|DuBuque LLC|grocery_pos|176.57|Angela|Taylor|F|6343 Ramirez Skyway Apt. 518|Lakeport|CA|95453|39.047|-122.9328|11256|Podiatrist|1972-10-18|26db4a0f3aa2089bd1823652cba9ece1|38.76254|-122.339375|0|95637|2012-01-01 03:12:10+08:00|2012-01-01 03:12:10+08:00|APBCUS61
254|2019-01-01 03:12:23+08:00|497942######9333|Bins-Rice|gas_transport|49.10|Kelly|""|F|1893 Katie Tunnel|Westerville|NE|68881|41.4193|-99.3844|73|Product designer|1935-02-10|0e83bc0fc886293d57759db709b80962|40.722190999999995|-98.680216|0|68876|2012-01-01 03:12:23+08:00|2012-01-01 03:12:23+08:00|APBCUS61
255|2019-01-01 03:12:40+08:00|450253#########9801|Grimes LLC|entertainment|1.25|Stephanie|Cummings|F|1025 Robin Square|Ash Flat|AR|72513|36.2201|-91.6421|2856|Hydrologist|1926-08-27|33bf77724f260d186b4b39c6900035f5|35.354207|-91.123965|0|72101|2012-01-01 03:12:40+08:00|2012-01-01 03:12:40+08:00|ACEEUS31
256|2019-01-01 03:12:57+08:00|422599#########2579|Cormier, Stracke and Thiel|entertainment|3.14|Brian|Simpson|M|2711 Duran Pines|Honokaa|HI|96727|20.0827|-155.488|4878|Physiotherapist|1966-12-03|cb117fff5645082a2525119c1eafec53|20.995398|-155.36936200000002|0|""|2012-01-01 03:12:57+08:00|2012-01-01 03:12:57+08:00|""
257|2019-01-01 03:13:46+08:00|465849######0264|Tillman, Fritsch and Schmitt|misc_net|1.53|Tara|Richards|F|4879 Cristina Station|Keisterville|PA|15449|39.9636|-79.7853|184|Systems developer|1945-11-04|31a37ce818f1b8d39df8cd647412984a|39.918242|-80.170451|0|15370|2012-01-01 03:13:46+08:00|2012-01-01 03:13:46+08:00|""
258|2019-01-01 03:14:48+08:00|464289###0163|Hudson-Ratke|grocery_pos|56.83|Eddie|""|M|1831 Faith View Suite 653|Clarinda|IA|51632|40.7491|-95.038|7297|IT trainer|1990-07-13|49038f5b11c40f84c0563e5aec25cda1|40.808208|-95.287438|0|51638|2012-01-01 03:14:48+08:00|2012-01-01 03:14:48+08:00|DEUTUS33TRF
259|2019-01-01 03:15:26+08:00|498830###6504|Christiansen-Gusikowski|misc_pos|464.74|William|Thompson|M|977 Rita Grove Apt. 000|Rock Tavern|NY|12575|41.4575|-74.1659|2258|Building surveyor|1937-03-17|62fe7ca549c6e630d6c0ff11d5e25a8c|41.430203000000006|-74.52109399999999|0|10963|2012-01-01 03:15:26+08:00|2012-01-01 03:15:26+08:00|APBCUS61
260|2019-01-01 03:15:42+08:00|545671######3820|Gottlieb, Considine and Schultz|shopping_net|6.32|Pamela|Matthews|F|36659 Smith Club Apt. 080|Llano|NM|87543|36.1486|-105.6648|247|Architectural technologist|1961-10-24|4c17683e079020ad3865092205f92d81|36.867678999999995|-105.042958|0|""|2012-01-01 03:15:42+08:00|2012-01-01 03:15:42+08:00|""
261|2019-01-01 03:16:02+08:00|676195##8214|Schultz, Simonis and Little|grocery_pos|78.08|Brandy|""|F|9734 Beard Fields Suite 885|Altair|TX|77412|29.6047|-96.5249|106|Editor, film/video|1983-07-24|20e209400fcf8487bc2e550a697d6358|28.778073|-95.862519|0|""|2012-01-01 03:16:02+08:00|2012-01-01 03:16:02+08:00|APBCUS61
262|2019-01-01 03:16:25+08:00|483961######5395|Vandervort-Funk|grocery_pos|123.00|Phillip|Robertson|M|85344 Smith Gateway Apt. 280|Harrodsburg|IN|47434|39.013000000000005|-86.5457|76|Social researcher|1955-05-06|86ff6bbc77bf6f6cef54515ccce763b3|39.466694|-85.579429|0|47272|2012-01-01 03:16:25+08:00|2012-01-01 03:16:25+08:00|CITIUS33CHI
263|2019-01-01 03:18:00+08:00|213180#####5905|Jenkins, Hauck and Friesen|gas_transport|44.68|Kayla|""|F|010 Weaver Land|Carlotta|CA|95528|40.507|-123.9743|1139|Therapist, occupational|1951-01-15|12ef4798422ce322c149339afd3072c7|40.459474|-124.214281|0|95536|2012-01-01 03:18:00+08:00|2012-01-01 03:18:00+08:00|CITIUS33CHI
264|2019-01-01 03:21:04+08:00|485585#########4322|Koepp-Witting|grocery_pos|89.70|Justin|Aguilar|M|184 Miller Manors|Wittenberg|WI|54499|44.8232|-89.1665|3223|Senior tax professional/tax inspector|1954-06-30|b5ce134d37f6d7897b92ad82b9f5402c|44.20441|-88.748573|0|54940|2012-01-01 03:21:04+08:00|2012-01-01 03:21:04+08:00|AIABUS31
265|2019-01-01 03:24:07+08:00|350659######5012|Cummerata-Jones|gas_transport|69.30|Randy|Murphy|M|0356 Sarah Light|Ballwin|MO|63021|38.577|-90.5255|92608|Engineer, communications|2001-07-26|6736a2032d3a9f612176c57e07480c5b|38.166105|-90.912756|0|63071|2012-01-01 03:24:07+08:00|2012-01-01 03:24:07+08:00|AIABUS31
266|2019-01-01 03:25:25+08:00|418653###4674|Reichel Inc|entertainment|51.64|Casey|""|F|374 Christopher Ramp Suite 855|Blackville|SC|29817|33.3645|-81.2718|4913|Technical brewer|1966-11-10|cfa884e56fc171d3cec5a78cf1c958bf|33.630045|-81.492964|0|29805|2012-01-01 03:25:25+08:00|2012-01-01 03:25:25+08:00|CITIUS33CHI
267|2019-01-01 03:26:12+08:00|343819#####8995|Prohaska-Murray|gas_transport|71.06|Shelby|Cannon|F|1535 Ryan Burgs Suite 919|Des Moines|IA|50312|41.5855|-93.6719|222785|Wellsite geologist|1956-01-24|ce45dda11e2bf7e00cd8a88e057f87ad|41.682353000000006|-92.894826|0|50135|2012-01-01 03:26:12+08:00|2012-01-01 03:26:12+08:00|CITIUS33CHI
268|2019-01-01 03:27:19+08:00|377550#####3848|Parker, Nolan and Trantow|entertainment|143.18|Kevin|""|M|87227 Tapia Burgs|Auburn|ME|4210|44.0948|-70.23899999999999|23045|Tourist information centre manager|1958-09-02|9ae82f6270e3720c1559a2d6bc8a2193|44.676757|-70.115624|0|04938|2012-01-01 03:27:19+08:00|2012-01-01 03:27:19+08:00|APBCUS61
269|2019-01-01 03:27:51+08:00|356121######7173|Volkman Ltd|misc_net|158.49|Jose|Campbell|M|550 Cunningham Squares|Dadeville|AL|36853|32.8224|-85.7704|8269|Minerals surveyor|1977-01-04|342d2689a304b4f1b10e6ceb308b2a92|32.823643|-85.16965|0|36854|2012-01-01 03:27:51+08:00|2012-01-01 03:27:51+08:00|AIABUS31
270|2019-01-01 03:28:02+08:00|351105######9773|Streich, Hansen and Veum|gas_transport|61.08|Briana|Santos|F|702 Tabitha Drive|New Goshen|IN|47863|39.5803|-87.4616|205|Engineer, mining|1960-01-06|bbf2e6e8abe02a29956a6340fc9f3317|40.134218|-88.07560500000001|0|61873|2012-01-01 03:28:02+08:00|2012-01-01 03:28:02+08:00|ADMDUS41
271|2019-01-01 03:30:49+08:00|360781####1167|Deckow-O'Conner|grocery_pos|145.21|Christopher|Horn|M|956 Sanchez Highway|Mallie|KY|41836|37.2692|-82.9161|798|Facilities manager|1926-06-26|50fd631627ff1c488113e8c9249ab801|37.693205|-82.671226|0|41602|2012-01-01 03:30:49+08:00|2012-01-01 03:30:49+08:00|DEUTUS33TRF
272|2019-01-01 03:31:17+08:00|374497#####3058|Brekke and Sons|gas_transport|52.53|Linda|Hurst|F|31701 Tucker Square Suite 893|Wilton|ND|58579|47.1709|-100.7944|1190|Designer, ceramics/pottery|1948-06-30|c0e960a37210c39e740c42c24548f796|46.339438|-100.307572|0|58552|2012-01-01 03:31:17+08:00|2012-01-01 03:31:17+08:00|AIABUS31
273|2019-01-01 03:31:41+08:00|213195#####7681|Raynor, Reinger and Hagenes|gas_transport|58.23|Zachary|Allen|M|69252 Oconnor Alley Apt. 153|Ollie|IA|52576|41.2001|-92.1354|568|Commercial horticulturist|1969-07-24|6df236b00882921a77417b1345751fc1|41.809397|-92.775454|0|50106|2012-01-01 03:31:41+08:00|2012-01-01 03:31:41+08:00|CITIUS33CHI
274|2019-01-01 03:35:15+08:00|476942#########8915|Kutch LLC|gas_transport|77.01|Andrea|Cruz|F|26572 Hodge Villages Suite 512|Mifflin|PA|17058|40.5553|-77.4001|1909|Mining engineer|1954-08-22|19e4f63a8dda607efea0ba953d21e9d9|40.494014|-78.398475|0|16602|2012-01-01 03:35:15+08:00|2012-01-01 03:35:15+08:00|""
275|2019-01-01 03:35:27+08:00|351923######1141|Barton Inc|grocery_pos|122.89|Michael|Jones|M|754 Smith Isle|Amsterdam|OH|43903|40.4731|-80.9596|2208|Mental health nurse|1961-09-10|64b91242034d9fca55a6121f683c7aaa|41.209485|-81.837882|0|44212|2012-01-01 03:35:27+08:00|2012-01-01 03:35:27+08:00|""
276|2019-01-01 03:35:56+08:00|381990####5320|Goodwin-Nitzsche|grocery_pos|94.23|Jesse|Roberts|M|8415 Vaughn Squares Apt. 788|Acworth|NH|3601|43.196000000000005|-72.3001|477|Naval architect|1988-04-15|79058b39e7ba49fa102cf0619a85977d|42.450395|-71.4485|0|01754|2012-01-01 03:35:56+08:00|2012-01-01 03:35:56+08:00|APBCUS61
277|2019-01-01 03:37:04+08:00|272001######6919|Corwin-Collins|gas_transport|67.36|Joseph|Murray|M|42933 Ryan Underpass|Manderson|SD|57756|43.3526|-102.5411|1126|Volunteer coordinator|1980-08-18|61a1d0c9a372d3fb750096c4d19b90c8|44.088943|-102.74046|0|57761|2012-01-01 03:37:04+08:00|2012-01-01 03:37:04+08:00|""
278|2019-01-01 03:37:16+08:00|659788######2452|Dooley-Thompson|misc_net|8.93|Bill|Lane|M|4725 Hurst Curve Apt. 634|Holliday|TX|76366|33.6751|-98.6576|2317|Chief Technology Officer|1964-08-23|a4c6910d5194f190d91ef08e0e141bf9|32.878269|-97.719086|0|76085|2012-01-01 03:37:16+08:00|2012-01-01 03:37:16+08:00|""
279|2019-01-01 03:37:43+08:00|352181######1574|Goldner, Kovacek and Abbott|grocery_pos|111.81|Wayne|Marsh|M|172 Leonard Island|Dumont|CO|80436|39.7532|-105.6356|565|Mental health nurse|1978-08-27|3dedb528e11d51102e96dd450a82ba0a|40.417719|-105.38411|0|80515|2012-01-01 03:37:43+08:00|2012-01-01 03:37:43+08:00|CITIUS33CHI
280|2019-01-01 03:39:30+08:00|213113#####9344|McDermott-Rice|misc_pos|1.27|Melanie|Jimenez|F|77944 Daniels Valley Suite 921|Camden|NY|13316|43.3392|-75.7543|6460|Building control surveyor|1959-09-27|f795f1d59ec513a0c76848423754d5fe|43.937917|-75.91701|0|13601|2012-01-01 03:39:30+08:00|2012-01-01 03:39:30+08:00|AIABUS31
281|2019-01-01 03:39:45+08:00|349612#####3496|Koepp-Witting|grocery_pos|93.78|Xavier|Beltran|M|61107 Edwards Dam Apt. 463|Big Creek|KY|40914|37.1046|-83.5706|467|Psychologist, forensic|1984-06-04|ad06dc950c296cbf444f986fa84d49e4|37.980808|-83.228597|0|41421|2012-01-01 03:39:45+08:00|2012-01-01 03:39:45+08:00|AIABUS31
282|2019-01-01 03:42:00+08:00|492271######1201|Flatley Group|misc_pos|3.43|Heather|Chase|F|6888 Hicks Stream Suite 954|Manor|PA|15665|40.3359|-79.6607|1472|Public affairs consultant|1941-03-07|55256e415f02a78def7f081e106c6806|39.748546000000005|-79.094688|0|15558|2012-01-01 03:42:00+08:00|2012-01-01 03:42:00+08:00|DEUTUS33TRF
283|2019-01-01 03:42:46+08:00|354756######7873|Turcotte-Halvorson|misc_pos|1.14|Jerry|Robinson|M|212 Mary Stream|Arcadia|MI|49613|44.5232|-86.2061|680|Designer, jewellery|1966-12-21|4d0d3d32f36a5d0655956e803303fa31|45.290031|-85.436689|0|49720|2012-01-01 03:42:46+08:00|2012-01-01 03:42:46+08:00|ADMDUS41
284|2019-01-01 03:42:50+08:00|435579#########4643|Lynch Ltd|shopping_pos|7.09|Tanner|Davis|M|2632 Stevens Light Apt. 213|Payson|IL|62360|39.8153|-91.2627|1656|Exhibition designer|1969-08-04|e7f21d3a19da1b96d6f3388dc8636335|40.738949|-91.966795|0|52565|2012-01-01 03:42:50+08:00|2012-01-01 03:42:50+08:00|APBCUS61
285|2019-01-01 03:45:11+08:00|359621######3829|Christiansen, Goyette and Schamberger|gas_transport|47.65|Sara|Ramirez|F|23843 Scott Island|Birmingham|IA|52535|40.8626|-91.9534|888|Camera operator|1988-03-25|a652884341d367cfa93a12e751ba6d86|41.703284|-91.723311|0|52340|2012-01-01 03:45:11+08:00|2012-01-01 03:45:11+08:00|ACEEUS31
286|2019-01-01 03:45:30+08:00|555985######5248|Romaguera, Cruickshank and Greenholt|shopping_net|511.09|Jack|Hill|M|5916 Susan Bridge Apt. 939|Grenada|CA|96038|41.6125|-122.5258|589|Systems analyst|1945-12-21|46397744ae13d2c0843e8fba6f164379|42.412743|-121.617857|0|97625|2012-01-01 03:45:30+08:00|2012-01-01 03:45:30+08:00|ACEEUS31
287|2019-01-01 03:45:42+08:00|389476####8698|Gutmann Ltd|grocery_net|73.77|Lori|Rodriguez|F|12087 Michael Light|Creola|OH|45622|39.3543|-82.50299999999999|321|Copywriter, advertising|1979-06-24|1ce316a77507e2f9558401605872c4b6|39.368373|-82.185404|0|45780|2012-01-01 03:45:42+08:00|2012-01-01 03:45:42+08:00|DEUTUS33TRF
288|2019-01-01 03:47:20+08:00|650698######3523|Sporer Inc|gas_transport|68.23|Alice|""|F|057 Martinez Radial|Texarkana|AR|71854|33.431|-93.8765|36438|Surgeon|1985-04-15|41e2f8bdc486b6517787c3bfda4877b2|33.347773|-93.975115|0|71854|2012-01-01 03:47:20+08:00|2012-01-01 03:47:20+08:00|""
289|2019-01-01 03:47:28+08:00|358363######4947|Bauch-Raynor|grocery_pos|205.79|Crystal|Gamble|F|899 Michele View Suite 960|Philadelphia|PA|19149|40.0369|-75.0664|1526206|Structural engineer|1985-01-01|2fdd291bd3d6fc707973f3e920d9e815|40.650005|-74.29818399999999|0|07016|2012-01-01 03:47:28+08:00|2012-01-01 03:47:28+08:00|AIABUS31
290|2019-01-01 03:49:16+08:00|404850######4760|Kilback LLC|grocery_pos|68.96|Cheryl|Melton|F|5053 Bell Crescent Apt. 255|Fullerton|NE|68638|41.36600000000001|-98.0054|1749|Surveyor, mining|1973-05-07|b2820a9708d41515e2a1590d3cce80d4|41.182138|-98.751918|0|68817|2012-01-01 03:49:16+08:00|2012-01-01 03:49:16+08:00|AIABUS31
291|2019-01-01 03:49:40+08:00|409970######5751|Cartwright-Harris|grocery_pos|62.03|James|""|M|1166 Castillo Mountains|Ruckersville|VA|22968|38.2586|-78.4074|9815|Designer, ceramics/pottery|1975-07-07|518732758e5ff5978ae71c49b43e4167|39.202859|-78.247865|0|22602|2012-01-01 03:49:40+08:00|2012-01-01 03:49:40+08:00|ADMDUS41
292|2019-01-01 03:49:49+08:00|445236######9043|Runolfsson and Sons|grocery_net|30.69|Linda|""|F|6602 Ortiz Pine Apt. 179|Blooming Grove|TX|76626|32.0758|-96.701|1563|Financial adviser|1978-03-04|45cc663914e2ec98c824e0ec325019a0|31.7063|-97.507141|0|76689|2012-01-01 03:49:49+08:00|2012-01-01 03:49:49+08:00|APBCUS61
293|2019-01-01 03:49:56+08:00|464684#########6108|Block Group|misc_pos|1.10|Julia|Bell|F|576 House Crossroad|West Sayville|NY|11796|40.732|-73.1|4056|Film/video editor|1990-06-25|6b10287ffb26869d974ecf9db719f630|40.47841|-72.974367|0|""|2012-01-01 03:49:56+08:00|2012-01-01 03:49:56+08:00|APBCUS61
294|2019-01-01 03:50:05+08:00|417139######7005|Bahringer-Larson|grocery_net|72.90|Ashley|Mcdonald|F|3160 Tina Estates Suite 234|Marietta|SC|29661|35.0296|-82.5136|5648|Museum/gallery exhibitions officer|1934-10-06|43229fdcc2a6557f9c1ea524a23869a1|35.276815|-82.047186|0|28756|2012-01-01 03:50:05+08:00|2012-01-01 03:50:05+08:00|CITIUS33CHI
295|2019-01-01 03:50:59+08:00|350604######8517|Ledner-Pfannerstill|gas_transport|54.04|Christine|Burns|F|343 Hannah Parkway|Comfort|WV|25049|38.1372|-81.5962|630|Fine artist|1959-07-30|728d94750933aa2f5bb7ce8e0ba774b2|38.315208|-81.20918|0|25088|2012-01-01 03:50:59+08:00|2012-01-01 03:50:59+08:00|AIABUS31
296|2019-01-01 03:51:28+08:00|571844##9986|Heathcote LLC|shopping_net|909.66|Susan|""|F|005 Cody Estates|Louisville|KY|40202|38.2507|-85.7476|736284|Engineering geologist|1952-04-02|ecea96ae40920997dd56b4e0b408d623|39.081318|-86.30158|0|47448|2012-01-01 03:51:28+08:00|2012-01-01 03:51:28+08:00|ACEEUS31
297|2019-01-01 03:52:20+08:00|404503#########0739|Rowe, Batz and Goodwin|grocery_pos|103.31|Bianca|Scott|F|9588 Cox Rapid Apt. 257|Atglen|PA|19310|39.9458|-75.9703|3066|Product manager|1928-07-15|e97404319f3c7b9ee5f13f582f742ea0|40.363656|-75.732708|0|19547|2012-01-01 03:52:20+08:00|2012-01-01 03:52:20+08:00|APBCUS61
298|2019-01-01 03:54:07+08:00|440001#########1852|VonRueden Group|grocery_net|105.38|Marissa|Powell|F|474 Allen Haven|North Loup|NE|68859|41.4972|-98.7858|509|Nurse, children's|1980-09-15|dc1c09ff158f17c023c59c9d9e0d196f|41.271599|-99.630652|0|68822|2012-01-01 03:54:07+08:00|2012-01-01 03:54:07+08:00|DEUTUS33TRF
299|2019-01-01 03:54:59+08:00|486229###8558|Schmitt Inc|gas_transport|66.73|Elizabeth|Payne|F|897 Daugherty Mission|Grassflat|PA|16839|41.0036|-78.1104|489|Pension scheme manager|1956-09-15|43ca133ac76fc07798f065e9a36a1b16|40.965574|-78.375316|0|16878|2012-01-01 03:54:59+08:00|2012-01-01 03:54:59+08:00|""
300|2019-01-01 03:55:27+08:00|352959######6815|Koepp-Witting|grocery_pos|92.62|Pamela|Curtis|F|8969 Fuentes Station Apt. 291|Mill Creek|PA|17060|40.4679|-77.8967|1334|Archaeologist|1986-12-17|fb6aa71049ee72e7ca21bcd56ec9fa3d|40.827223|-78.74356|0|15757|2012-01-01 03:55:27+08:00|2012-01-01 03:55:27+08:00|AIABUS31
301|2019-01-01 03:56:02+08:00|228405######0012|Maggio-Fahey|misc_pos|75.60|Thomas|Mathis|M|26615 Nelson Lane|Moores Hill|IN|47032|39.0945|-85.0638|3289|Sub|1969-11-22|e0606d52a38100bfe910aa05f3a3105d|39.886736|-84.086151|0|45424|2012-01-01 03:56:02+08:00|2012-01-01 03:56:02+08:00|""
302|2019-01-01 03:56:13+08:00|303283####0870|Haley, Jewess and Bechtelar|shopping_pos|2.49|Helen|Campbell|F|182 Sergio Summit Apt. 129|Browning|MO|64630|40.029|-93.1607|602|Cytogeneticist|1954-07-14|d5b3a6e6afe4ff2c96b5fe0355ff8b55|39.052625|-92.428684|0|65256|2012-01-01 03:56:13+08:00|2012-01-01 03:56:13+08:00|""
303|2019-01-01 03:56:52+08:00|425539#########5994|Stanton, Jakubowski and Baumbach|shopping_net|2.87|George|Smith|M|7377 Walton Extensions Apt. 979|Dallas|TX|75236|32.69|-96.9177|1263321|Designer, interior/spatial|1952-09-27|0af8c02fb7f89d6d44bc190ebe05af50|33.653674|-96.689819|0|75092|2012-01-01 03:56:52+08:00|2012-01-01 03:56:52+08:00|DEUTUS33TRF
304|2019-01-01 03:57:43+08:00|213186#####9195|Ruecker, Beer and Collier|shopping_net|87.91|Craig|Franco|M|9242 Vanessa Ramp Apt. 525|Smithfield|IL|61477|40.4855|-90.2856|631|Futures trader|1973-02-14|3ff25009cf03ea68e805219047373cb2|40.55495|-89.50587|0|61535|2012-01-01 03:57:43+08:00|2012-01-01 03:57:43+08:00|ADMDUS41
305|2019-01-01 03:58:29+08:00|411976######0989|Robel, Cummerata and Prosacco|gas_transport|75.10|Melinda|Gutierrez|F|1497 West Gateway|Eureka|IL|61530|40.7152|-89.2706|6713|Archivist|1945-08-19|31b8e8957887df017abbae64ccf94498|41.114699|-89.132387|0|61336|2012-01-01 03:58:29+08:00|2012-01-01 03:58:29+08:00|ADMDUS41
306|2019-01-01 03:59:04+08:00|431958#########8982|Jast-McDermott|shopping_pos|2.90|Kathleen|Nash|F|010 Salazar Walk|Cromona|KY|41810|37.1788|-82.695|502|Chief Financial Officer|1960-02-01|39b49f04afb6c251c42866a4c822838f|37.289605|-83.179743|0|41719|2012-01-01 03:59:04+08:00|2012-01-01 03:59:04+08:00|""
307|2019-01-01 03:59:35+08:00|498830###6504|Harber Inc|gas_transport|57.43|William|Thompson|M|977 Rita Grove Apt. 000|Rock Tavern|NY|12575|41.4575|-74.1659|2258|Building surveyor|1937-03-17|e6a9290e69ff21b66b36deb5d22ba863|41.573231|-74.70091500000001|0|12777|2012-01-01 03:59:35+08:00|2012-01-01 03:59:35+08:00|AIABUS31
308|2019-01-01 04:00:47+08:00|374238#####4200|Hudson-Ratke|grocery_pos|122.86|Daniel|Martinez|M|8510 Acevedo Burgs|Kent|OR|97033|45.0838|-120.6649|60|Museum education officer|1942-04-03|b48cee6edd7f798cb5d4080b82e4a1fe|44.189625|-121.655209|0|""|2012-01-01 04:00:47+08:00|2012-01-01 04:00:47+08:00|AIABUS31
309|2019-01-01 04:00:55+08:00|213126#####7660|Bernier, Volkman and Hoeger|misc_net|7.77|Christopher|Luna|M|242 Brian Mountain|Laredo|TX|78040|27.5155|-99.4986|248858|Video editor|1971-01-28|5f720b552b5503b02d9643883089e727|26.763749|-99.838161|0|""|2012-01-01 04:00:55+08:00|2012-01-01 04:00:55+08:00|CITIUS33CHI
310|2019-01-01 04:02:21+08:00|450538###3689|Heaney-Marquardt|entertainment|23.89|Alicia|""|F|507 John Overpass Suite 424|Harwood|MD|20776|38.8582|-76.6145|3289|Quantity surveyor|1933-03-15|58f441292530b7addc38b1dbd4fd54d7|39.366147999999995|-76.29457|0|21010|2012-01-01 04:02:21+08:00|2012-01-01 04:02:21+08:00|ADMDUS41
311|2019-01-01 04:02:55+08:00|271391######0408|Kutch LLC|gas_transport|46.24|Jacqueline|Howard|F|4511 Choi Lock|Delhi|LA|71232|32.3929|-91.4714|6581|Multimedia programmer|1964-02-13|44921b2b2be9f1dc5ed376904581287c|32.676083|-90.60461|0|39162|2012-01-01 04:02:55+08:00|2012-01-01 04:02:55+08:00|""
312|2019-01-01 04:03:44+08:00|213161#####9724|Bernhard Inc|gas_transport|68.34|Alyssa|Morgan|F|622 Robin Run Suite 764|Gadsden|AL|35901|34.048|-85.9246|67082|Physiological scientist|1963-02-09|1a7ecd096045247996facffe3fdf5ff2|33.859978000000005|-86.433097|0|35146|2012-01-01 04:03:44+08:00|2012-01-01 04:03:44+08:00|CITIUS33CHI
